ai_id,race,age,gender,marital_status,sms_treat,turnout2017,support_smith,environment_thermometer
"c70c9fda45134fe3debd6d0600d46fad","hispanic",26,"female","unmarried","Treatment",1,1,7
"dbbe9d5be60c6804c12f255ea662bb6c","white",18,"female","unmarried","Control",0,0,5
"1a9103f393688cf42ece92ed62968015","white",26,"male","unmarried","Treatment",1,0,5
"eb4b9cf126ecb4fe6171b44a55269341","black",48,"female","separated","Treatment",1,0,9
"bc924c15d2e7eede14fb4ae59ef61d82","black",31,"female","unmarried","Treatment",0,1,5
"9304b45572bfaedb2fefadfd8e526c3b","white",31,"male","married","Control",0,0,4
"ce1cab7685d1c9918793e6e04fe050e9","white",23,"female","unmarried","Control",1,1,7
"2290d42400e2c6626abcdaa887146411","white",28,"female","unmarried","Control",1,1,1
"a206349e7712da77e07c65432e405ebd","black",34,"male","married","Control",1,0,9
"6190d3bde3751d782d639dcff8b92a40","white",37,"female","unmarried","Treatment",0,1,8
"e2d90dda26a40201bf98794f0b949a89","black",22,"male","unmarried","Control",0,1,9
"e40c3a14dba7d7828f41d948ccdd8cef","white",24,"male","unmarried","Treatment",0,0,7
"95130b494c324abf339431c4f16f8cfc","white",55,"female","separated","Control",1,0,6
"a63ef568b5a441d816db2bcdf365c748","white",36,"female","unmarried","Control",0,1,5
"661e052bc7687e0eec6f6b814a19dcb7","white",33,"female","married","Control",0,1,9
"ee08a368cc6e265d054b351546b92a35","native_american",23,"male","unmarried","Treatment",0,1,4
"af99e01bdd906731947b9015590cab34","white",34,"male","married","Treatment",1,1,8
"aa0da886592c926410edd6cc097cbd43","white",23,"female","unmarried","Treatment",0,1,8
"f7b64b31f3e7bbeda300183c94b595b5","black",57,"male","married","Control",0,1,6
"0c429dea0405ac7f4c993090094466b2","hispanic",31,"female","married","Treatment",0,1,6
"2463ea6b0cda45ff12dc3b952f8b0d3c","hispanic",41,"male","married","Treatment",0,0,5
"9ce3ffc03741a6beb2140acbc524c514","white",35,"female","married","Treatment",0,1,4
"8e414267fd4eb8b2cfcdb001993960c5","white",22,"male","unmarried","Control",1,1,8
"195c5f23dca8c52348cabce309b40568","white",37,"female","married","Treatment",1,0,6
"999a176d016bb4d9737a64575b176c47","asian",31,"female","separated","Control",0,0,2
"2ef129a32b9d9aa2bb61f1fb76e558a6","white",23,"male","unmarried","Treatment",0,0,5
"ae1fe24972efa5f842a1a7f7c39bcdde","native_american",35,"female","married","Control",1,1,10
"db0c4b9170819dd13bfe8b6af46335bf","black",34,"male","separated","Treatment",0,0,3
"f33238b845d782790275bee031f9cad5","white",33,"female","separated","Treatment",1,1,9
"5d6cf5b117839f490b105def330e5b66","hispanic",19,"male","unmarried","Treatment",0,0,3
"0d2c9dafc69106cb4b41d3b07bbbd86d","white",51,"female","unmarried","Control",0,1,5
"ec4a98c454ae91657a9f5d3571df23fe","white",45,"male","separated","Control",1,0,6
"9c5a93219a06c76d0c3b62aa7215e3bb","white",36,"male","separated","Control",0,1,6
"c504dd66d91ed4bef2ba484aa31a2235","white",24,"female","married","Control",1,1,9
"769c7d439b2edf5687269d0c1a02b488","white",77,"female","married","Control",0,0,4
"f37002b56570ea8148ede0a572b0a8bb","black",70,"female","married","Control",0,1,7
"7bf89690de2ba443dc14876d91dcf87d","white",57,"male","married","Control",0,0,8
"3e17ace3c35a337468efa4d4837fedf8","black",36,"female","married","Treatment",0,0,5
"65a195c4ead7255396ee7f54a4aba50e","white",56,"female","separated","Treatment",1,0,4
"ec784176cd5eca8b9decc8ac32fffcaf","white",38,"female","married","Control",1,1,7
"a7b874ffff27268ae1f4802a26ef3ad3","white",21,"female","unmarried","Control",1,1,5
"19af38d3bf52046b04a7072fff105016","hispanic",53,"female","married","Treatment",1,0,7
"6c90c8100d63f145a26599c461b4649b","black",29,"female","unmarried","Control",0,0,4
"59306a81b3dcbf18acc39ade60b8f844","black",35,"female","separated","Control",0,1,10
"653368aa8924dfdb2bc9a5cb21343518","white",53,"male","separated","Control",0,0,5
"be5ab7664bdbb504e5e918116d7e8b75","white",19,"male","unmarried","Treatment",1,1,5
"6759f1eec274142f68f6b4491938cf9b","asian",40,"female","married","Control",0,1,7
"566a7179aa43345333fad756f53ae31b","white",57,"male","married","Control",1,1,5
"ab63f7b60c951e906830813aaa4d0b94","black",26,"male","unmarried","Control",1,1,9
"4f32a76763dbbec5f7f2d8bc7d0860d0","black",18,"female","unmarried","Treatment",0,1,5
"f36b92eec00822f3aa7d96397d66b718","white",19,"male","unmarried","Treatment",0,1,8
"c6a128c12afffd447ce8d8e333f65f3d","white",52,"male","separated","Treatment",1,1,1
"4081f9413e938d7cc3459f0ea26e9319","native_american",45,"male","married","Treatment",0,1,10
"35e1f65293b654d9d1936dfacb46b567","white",30,"male","married","Treatment",0,0,7
"6cd7696c59c4d2b8c23628da45af134e","white",33,"female","married","Control",0,0,5
"4698ba043b12cd3358bee62a01e009dc","black",45,"female","separated","Treatment",1,1,7
"8ab1362ed0f12f7e055499b16c5017e8","white",54,"female","separated","Treatment",0,1,2
"ed9f770c079befa70eb10776be9b0ac6","black",54,"female","married","Treatment",0,0,10
"b6b4d96f60a669d846fa074aeb7c5e87","black",54,"male","separated","Treatment",1,1,6
"fb9636e719f3d862cc74e96f6c90bbb7","black",20,"female","married","Control",0,1,9
"b69ebd3ee47d97f519ee28914df3a94a","white",43,"male","separated","Control",0,0,3
"2d91b1ff033f516f951f3ebeb23d7391","black",27,"female","unmarried","Control",1,1,5
"fcc81eb594beca8d0986343385f0d78d","white",50,"male","separated","Treatment",1,1,9
"de609c3648089a4edc0295d083305f10","white",52,"male","separated","Control",0,1,6
"03b0652d827723c7753cb46eed5b542f","black",47,"male","married","Control",0,0,6
"862686b343933d8324e8930474223615","hispanic",28,"male","unmarried","Control",1,1,1
"682e4813ecfab3093a2d4b7284f542ff","white",47,"female","separated","Treatment",1,1,6
"5f0ccb553eed0ece32af6d3bcaf6f19b","white",27,"female","married","Treatment",1,0,4
"d05e63b6cd0035944855b65cf1e15e41","white",27,"female","unmarried","Treatment",0,1,9
"263638cf58b67016f53e9df3b1de64e3","black",52,"male","married","Control",0,1,7
"f96fe80bd80e9b8fd72df5b79279585d","hispanic",39,"female","separated","Treatment",0,0,5
"24483126f709a02d76015817ab763a41","white",25,"male","unmarried","Control",0,0,2
"972304ea6dca79a42a2072ccbd7c012c","white",39,"female","married","Treatment",0,1,9
"a3692428d7630ad8212066b6e7fa6dd6","white",73,"female","separated","Control",0,1,8
"242b14a5f589621336eb7b2f63a1d8a7","white",44,"male","married","Treatment",0,1,4
"64b491763547d0d6fd3d39aa51b5f553","asian",30,"male","married","Treatment",1,1,7
"358c7f6a1cddd01e806da68b7e8af127","white",60,"male","married","Control",0,1,5
"46ed1df603949a4cefbbf99f594d2d47","white",32,"male","married","Control",0,1,10
"e292fa1eab98db28b45ecbeb4d8d8136","black",62,"female","separated","Treatment",1,1,5
"668760455037adecae5069c1dffb7e97","white",29,"female","unmarried","Control",1,1,7
"3b2589469bbcf74c051e72491ca1f787","black",30,"female","married","Treatment",0,1,6
"6e4da50f0b29d18f18476f3a8cef59ad","white",22,"female","unmarried","Treatment",1,0,9
"ede5cf1421d3628cb6aa019f6e16955c","white",25,"female","unmarried","Control",0,1,10
"b325b59ca06e134f5c9dd0806a0cd23a","white",55,"male","married","Control",0,1,1
"7a116f76a93b8f823f59858546bdee19","white",31,"male","married","Treatment",1,1,8
"08ac4b95637ed8da10e7938eb7280cf8","white",76,"female","unmarried","Treatment",1,0,4
"30a02de8b81cbdd3f1d35f063d95c28d","black",68,"male","married","Control",1,1,6
"63a10d52f7c3520ff1223a7d2d014d32","black",49,"male","unmarried","Treatment",1,1,10
"e3a808afb6fcefe2d27e14a5064318eb","black",47,"female","married","Control",0,0,9
"433e0f4c81dc0119e75ad4921b582e55","white",25,"female","unmarried","Control",0,1,10
"dbc7e38d7fdc097594cf4ad13ed9823e","white",35,"female","unmarried","Control",0,1,3
"32eb4e4989b4625d009327473dffa7ca","hispanic",43,"male","married","Control",0,1,8
"5d43c4ee1e4ee012bf0023a6daef5658","white",40,"male","married","Treatment",0,0,6
"19f70849247a8c0352e9d8cca277857e","white",31,"male","married","Control",1,0,7
"d0bfe629835f06656b66ea690413df6c","white",40,"male","married","Control",1,0,2
"09b5559409fe67d66aa5a35cfc41fb0d","black",20,"female","unmarried","Treatment",0,0,4
"69677dcaa296ce7b81aaad49981af9cf","white",69,"female","married","Treatment",0,0,7
"06134cd9349cae7d8044a9c8f512be6c","black",25,"male","married","Treatment",0,1,4
"7f18dae290ce54aac3b4d366d59751f3","black",60,"female","married","Control",1,0,3
"f4ea9ad74e9c36cc930c167dd1319ebf","black",35,"female","married","Control",0,0,10
"7e0d1610298221efd9eb500bb6d9128c","white",34,"female","separated","Control",0,0,7
"213321caea0d4f82ce48ed65e5fb0f37","white",20,"male","unmarried","Treatment",1,0,1
"dc7d7f5d27b1879e2c1a48f2c3e45b32","black",33,"male","married","Treatment",0,1,7
"8d0029619dbc25dc8fe52e939b59c499","white",58,"female","married","Control",0,0,4
"4ee91b2be8fb9dfc5a036e59f1bc8b68","white",23,"female","unmarried","Treatment",0,1,8
"71d4cf8d623e98b9ecdab62ecf65c779","white",28,"male","married","Control",1,1,7
"55f379dca0526aaa3806ab14c1923220","white",34,"male","separated","Control",1,0,7
"5bf06cc207ec930141ebd12de318af13","white",39,"female","separated","Treatment",0,1,8
"efbd75588ccbe5b880f96186ca2a56a0","white",53,"male","separated","Control",1,1,7
"e593f57f1960198b44fcd5a78ccf85c5","white",34,"female","married","Control",0,1,6
"0c2d591b91040d532f58f4c5b4dac6cf","black",19,"male","unmarried","Control",1,0,4
"b442ae04593230e4dd4ab854176a17a2","black",55,"male","separated","Control",1,1,5
"f532feee18f1f0fcb605f0ab085245d3","white",28,"female","unmarried","Control",0,1,6
"eaf2e9f1f999907bc169810c58878a89","white",36,"female","married","Control",1,0,2
"da53b7a34f4b67e1231bb585286dcf65","hispanic",52,"male","married","Treatment",1,1,4
"76e072ef1c97548c08a5ae7cea811e98","black",23,"male","unmarried","Treatment",1,0,7
"dce3e341e238046416dd05373f02f058","black",70,"female","married","Treatment",0,1,6
"8aeee5d150324d1f54b59982abac4522","black",44,"female","married","Control",0,1,4
"2aab26f14ab9e410a8a58df48b7984a4","black",25,"female","separated","Control",0,1,5
"3ab137b836ca5b538dee863e741b0561","white",66,"female","separated","Treatment",1,1,5
"fe15faa4680c270320617170489877dd","white",33,"male","separated","Treatment",1,0,4
"de7cfa94db065a7999128369aadb67d4","black",35,"female","married","Control",0,1,5
"71b3839a635c8f374638635a08d1ec02","white",38,"female","married","Control",1,1,10
"7437650d91c014cf699e35caa869e54a","white",29,"male","unmarried","Control",0,1,6
"4b16ea243bf969e42c834dd17d943634","white",20,"male","unmarried","Control",0,1,10
"5b1d55d9b508bc3b1e29acec3cc80877","white",56,"male","married","Treatment",1,1,7
"915fd0266261bb2c84845188f8c6725c","white",60,"male","separated","Treatment",1,0,1
"df4d3f83b3962c90209098a11f77dc20","black",19,"female","married","Control",0,1,4
"5c13c92842dc309d03ced820cc9e708c","hispanic",40,"male","married","Control",1,1,6
"8dd75c8b0776527d240f75d2b8680da3","white",31,"female","married","Control",1,1,4
"d6acc85da08250c3fabfb5a265b091a8","white",47,"female","married","Treatment",1,1,4
"b496e7088cbd0191ae7d256c27500541","asian",32,"female","married","Treatment",1,0,9
"76b4676ac823462c891d013036f38dfd","white",36,"female","separated","Control",1,1,7
"556de42c545f92c8454621000eb4d604","white",25,"male","unmarried","Treatment",1,1,10
"75d8004bb00379bbc1d246a5f9d9d648","white",51,"female","married","Control",1,0,5
"af636597a5106ee027d25e77af458db5","black",27,"male","unmarried","Treatment",0,1,4
"0a1b15d0dad25112f3865d5183afcb64","black",29,"female","separated","Control",1,1,2
"7ee31e1e45211abf60b7774dd759546f","asian",64,"male","separated","Treatment",1,0,10
"1298a2203b58ac8eadc59124518ce241","white",37,"male","married","Treatment",0,1,4
"a912b94f5896d3dab270528cd9b0b094","black",39,"male","married","Control",0,1,9
"56a59e04d4506677d7e86092b12d650b","white",48,"male","married","Control",0,0,10
"ea6d5cde23885498c9b83e1cc1ac0e94","black",29,"male","unmarried","Treatment",1,1,4
"cfa7fc3be8947bb527ea54d29196f8e9","white",49,"male","married","Treatment",0,1,7
"6051c911ed1cab50956a89e4aa8b442e","white",49,"female","married","Treatment",0,1,3
"7b1eb82a9738a577189041e4c5663624","black",23,"male","unmarried","Treatment",1,0,2
"62ac47fcbf0c2165c243770637e4f587","white",32,"female","separated","Control",0,1,6
"93d663a97c631abaca0d28cc53eadea5","white",68,"female","married","Control",0,1,7
"5403ecbaeb43ac029467f1d4c68a199a","white",20,"male","unmarried","Treatment",0,0,5
"b35dd8f66ab6674f8b470b1d6432c3fd","black",55,"female","married","Treatment",0,1,6
"698792d5cc0abdf9973c9890572985ac","white",29,"male","married","Control",1,1,5
"daf634b977970789c9a54e68673b4d88","white",26,"female","married","Treatment",0,0,7
"9817f3ef9d5c64af7e60afde38f47bd1","white",37,"female","married","Control",0,0,7
"44e041cd04e03e4a40f33b02e0ac791e","white",25,"female","married","Control",1,0,7
"7f183717de79186934f6aa3ead67df33","white",34,"female","married","Treatment",1,1,5
"7ebf208d13263afff1a7bc43c73b8cfe","white",25,"male","unmarried","Treatment",0,0,8
"cf8beaad6f329ea7b8ce39f25ce78c1a","hispanic",20,"male","unmarried","Treatment",1,1,1
"8b904ff24bb438172d6711db0355863a","white",38,"female","married","Control",0,0,7
"5a9fb696c77ca0fb3a18b11c04e99cb7","black",42,"male","married","Treatment",1,0,9
"64d9666f50b1b6c4649f2208663d5ccb","hispanic",35,"male","separated","Control",0,0,9
"5a12e325589c683a047724e6ab0ecc3c","white",38,"male","separated","Treatment",0,0,3
"91425a145f8af0f242a04bcf5f23c5ba","asian",28,"male","married","Control",1,0,5
"98cb2f3cffc56f9d39adf1fca8f5d1c3","white",23,"female","unmarried","Control",0,1,4
"7d636af782542a45c19654bbe08271d5","black",45,"female","separated","Treatment",1,0,1
"60f7179898c31f180bf527e5cb51368d","hispanic",32,"female","unmarried","Control",1,1,5
"2bb75e6ffec767eb24ac97d9be051dff","asian",50,"female","separated","Control",0,1,9
"669738a6e596ec6f7de30bc99db1ab77","white",39,"male","married","Treatment",0,1,10
"7ba0e73b9e7d3cd00f1286a577d76400","white",36,"male","married","Control",0,1,9
"769cd9a206823c640180ca7f74cdf5fd","white",37,"male","married","Control",1,1,7
"be5861345b2e0478a97798847f3f9e81","white",26,"male","married","Control",0,1,9
"063dbf5990461c3f9e4fafb13488929c","white",35,"male","separated","Treatment",0,0,10
"389eb6f2a4a553d1286d89d10bc35c98","white",24,"female","married","Control",1,0,6
"ceb517859d21924ffad4627e975d2695","white",53,"male","married","Control",1,0,6
"5fc8e31bf8426dc9f15e6ed62d028ea0","white",20,"male","unmarried","Treatment",0,1,9
"702c268dcf30b4e93922940e5ba57a04","white",70,"male","unmarried","Control",1,0,4
"464bf2d5e41da6b945cf04fd017c5637","black",27,"female","unmarried","Control",0,1,5
"0134bb8b9adb3a8b7070b70e1fdc3dcf","white",19,"male","unmarried","Treatment",0,0,6
"f9a0fe35054b03d0bba72b25910642f4","black",69,"male","separated","Treatment",1,0,7
"b03a76d07c0c52d9cc4bfb2f5a8ed223","hispanic",19,"female","unmarried","Control",0,1,5
"50572e56f2347422a7a9284ffbd182b4","white",21,"female","unmarried","Control",0,0,7
"76ed327df20bdb56fdd7434b397e81e5","white",44,"female","separated","Treatment",1,1,4
"94cbb4b2a753365766336c45e0e8d926","white",39,"female","married","Treatment",1,0,3
"bd37cb5b24ba55ec361e37565710bc8d","hispanic",50,"female","married","Control",0,1,7
"ed3034775f68ac2b486c40eed5b02294","white",36,"female","separated","Treatment",1,0,8
"171f4aaeb0824692bdc74ed34c9b7f1e","white",24,"female","unmarried","Control",1,0,5
"1bcc120eaeebc581b8a5cfcac297ec32","white",53,"male","married","Treatment",1,0,5
"7541db480c7a95a1018aaa2e0c1d81dc","white",20,"male","unmarried","Control",0,0,9
"35c6df87863d45bd4bbf095fc012d1e2","white",55,"female","married","Control",0,1,9
"4f7f873a5a0705b687e7500cbc424618","white",30,"female","separated","Control",1,1,1
"99a318ceb80f7070c2cbebed9eea4e39","black",40,"female","married","Treatment",0,0,7
"2b125035ab8868173ee6e614b6dc285d","hispanic",57,"female","separated","Treatment",0,0,9
"322ab3145eb885e7fdb688bb3b4f824f","white",36,"female","married","Treatment",0,1,10
"681795647280f9726ff86eae2d982e7c","white",27,"female","unmarried","Treatment",1,1,7
"00b39877ba6f7388208895da296b6d58","white",61,"male","separated","Control",0,1,7
"6a6f83635401eb218961bb240dd76045","white",28,"male","separated","Treatment",0,1,10
"c2a969fc49ec047ebd201ba7f3045574","white",37,"male","married","Control",1,0,4
"7afb28c4a47e04641482c0e06fe64224","white",30,"female","married","Control",0,0,8
"18999a3cb0b3afe4e5a32e8b7af2dc62","white",32,"female","separated","Treatment",0,0,6
"8fa7aed73d6dc8f77dbe32b7707d81a5","black",28,"female","separated","Control",1,1,7
"9ff36c7b48df3489e9404396a5bc95d7","black",54,"female","married","Treatment",0,1,7
"1c0483bce96550ebdbbf5ff807ddbd7f","black",30,"female","married","Treatment",0,0,2
"8dee33bedf4fcc04a90af3fc1e13ea1d","native_american",45,"female","married","Control",0,1,8
"09d6c5015a793580694bd1e216d78670","black",78,"male","married","Control",0,1,7
"f9f7a3889da0f17b3127950a82450f94","white",45,"female","separated","Control",0,0,10
"4a84829c4bf35b8a0d7728d89ab790e1","white",45,"female","separated","Control",0,0,6
"5a8509edade911e7ef4031235d47575d","native_american",29,"male","unmarried","Control",0,0,5
"a5400af8c45bcb407cd456103e881b57","white",40,"male","unmarried","Control",0,0,9
"e8d00fa7fb59cbca66c853568a3ffe74","white",33,"female","married","Control",1,1,5
"7ad1f1954b5eb008ff7e7c38bee762ea","white",61,"female","married","Treatment",1,1,8
"d98306c8e493f8c72ad2ffa10ea8c188","native_american",39,"female","married","Treatment",0,1,6
"c63267c13acedb835ebfcf5d43790551","hispanic",19,"male","unmarried","Treatment",0,1,7
"06a737cb64a3420bfc1cb607dd4dbe7a","white",54,"female","married","Control",1,1,3
"568b9e2638a86d9cbcf7038d9012d042","black",48,"female","separated","Control",0,1,5
"53398ba9945f3aed6ee1fcf44418c3e8","white",27,"female","married","Treatment",1,1,6
"9d5ab0db95a0accae6984575fb713003","white",54,"male","separated","Treatment",0,1,7
"3e0065a624802c794fb499a1595dcaf1","black",33,"female","married","Control",0,1,10
"26d436994e9580d014832a5751d49014","black",52,"male","separated","Treatment",0,1,10
"ac5b37eaeb69498b22c2b4c14ff3befe","white",55,"male","separated","Treatment",0,1,7
"7393880f745c25fed844afc621e7ab74","white",30,"male","married","Control",1,0,10
"f24df23aa73ae992135cfd888e4c4a28","black",51,"female","married","Control",0,1,6
"5c3b4d1c4cbdeb0b13ae6398987c0ffd","white",20,"male","unmarried","Control",0,0,6
"660f7b1bcb42234b1e7349c2738863b4","asian",55,"male","married","Treatment",0,1,9
"317b28f21b2684483937ea189003488b","white",53,"male","married","Control",1,0,6
"7076f9ce1245ada7bb61728751a720a9","white",59,"male","separated","Treatment",0,0,4
"6e93802e4324db70e0e777a78f8db843","hispanic",38,"female","married","Treatment",0,1,7
"2bf2d3163b9d45dd2ab3b10b174f0fc0","black",54,"male","married","Treatment",0,1,6
"73b802b91638904ff812b52d917911dd","asian",38,"female","separated","Control",0,0,10
"3a08252615606f2d88a8c4da167b2430","black",75,"female","unmarried","Treatment",0,1,6
"f96e16506157b3262eeebc58329fd38b","white",41,"female","separated","Treatment",1,1,7
"aa85f44183ee30acfbe4cfbb392ea170","hispanic",52,"female","separated","Control",0,0,7
"f294104cb6cf843da06089079a84c7a7","white",20,"male","unmarried","Treatment",1,1,4
"8388d448175e484dcd2caace876e2c47","white",60,"male","married","Treatment",1,0,7
"42756cdf98e990f3bd4a2686baccb1e6","asian",24,"male","unmarried","Control",1,0,7
"dd39fc7258d699ad257b23087beda5f7","white",31,"male","married","Treatment",1,1,4
"8ea4e6524cd89a8ae547f2a6f1f41469","black",26,"male","unmarried","Control",0,1,10
"f442d15554933cbad001cfd4d83a34a3","white",33,"male","married","Control",0,0,7
"2b41be5daca6c961dd3d847a1d8bb651","white",48,"male","married","Control",0,0,5
"7bb883798ec607b454e0fb6c98801546","white",34,"female","married","Treatment",1,1,9
"616ffebaf019ef520641f757059198bb","asian",45,"male","married","Treatment",0,1,6
"beb449bbee9af2e2dc869ba20290155c","white",24,"female","unmarried","Control",1,0,7
"f2614d5ef9fe4eca996e309796ef68ff","white",32,"male","separated","Control",0,0,3
"c5d785c5a13042b27a58e290a9202bbf","white",38,"female","separated","Control",0,0,5
"b1610aef8961aabeab7c6322c544e0d7","white",32,"male","separated","Control",0,0,6
"f31cafd05fea2c9ee4936b0a16e429c4","asian",51,"female","married","Treatment",1,1,6
"0b635f413057f90d04865455b591f251","black",53,"female","married","Control",1,1,4
"7471bfb3173d94a558ac01b4f8338051","white",47,"female","separated","Treatment",1,1,6
"809a8cfa57a83a7c69887c36b1f5f176","black",53,"male","separated","Control",1,0,7
"10434d5341221bc27ff4a804dbbae06f","hispanic",31,"female","married","Control",0,0,3
"4547bd106a9f75dba037f37fe72b8b7d","white",33,"male","married","Control",0,0,7
"6d981f7fc8bffd130884b1786e505fed","white",40,"male","married","Treatment",0,0,7
"37f9a8e634590a64c687202388b4b233","white",71,"male","married","Control",0,0,1
"85534bc709206b7c5f530b4b267661e7","white",28,"female","unmarried","Control",0,0,9
"bcdf247f0f55a94c5ca906251647f8e1","white",38,"female","separated","Control",0,0,4
"cf0ae62ce5227469134ec8425be74c6e","white",32,"male","separated","Control",1,0,5
"309f03718c4f4c54efd3f89adcb7b255","white",34,"male","married","Control",0,0,5
