FIPS,STATE_FIPS,CD,Geographic Name,Geographic Subtype,Total Vote,RANKD,RANKR,RANKI,Democratic,Republican,Independent,Libertarian,Green,Constitution,CA Democratic,CA Republican,Unity,Write-ins,Independent American,Conservative,Working Families,Working Class,State1,State2,State3,State4,State5,State6,State7,State8
fips,state_fips,cd,name,type,totalvote,rankD,rankR,rankI,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22
24907,24,07,District 7,Congressional District,251176,1,2,0,199487,45232,0,5900,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0
24908,24,08,District 8,Congressional District,302435,1,2,0,228285,66144,0,0,7399,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0
25901,25,01,District 1,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25902,25,02,District 2,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25903,25,03,District 3,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25904,25,04,District 4,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25905,25,05,District 5,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25906,25,06,District 6,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25907,25,07,District 7,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25908,25,08,District 8,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25909,25,09,District 9,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26901,26,01,District 1,Congressional District,474224,2,1,0,179867,280455,0,5461,0,0,0,0,0,0,0,0,0,8441,0,0,0,0,0,0,0,0
26902,26,02,District 2,Congressional District,427698,2,1,0,135654,278533,0,7003,0,6508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26903,26,03,District 3,Congressional District,418841,1,2,0,224932,183135,0,5259,0,0,0,0,0,0,0,0,0,5515,0,0,0,0,0,0,0,0
26904,26,04,District 4,Congressional District,424752,2,1,0,184226,233855,0,0,0,6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26905,26,05,District 5,Congressional District,409069,2,1,0,133936,268777,0,0,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26906,26,06,District 6,Congressional District,452931,1,2,0,280889,158581,0,5513,7948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26907,26,07,District 7,Congressional District,450762,2,1,0,209842,226694,0,14226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26908,26,08,District 8,Congressional District,424160,1,2,0,217390,189238,0,4766,1599,2680,0,0,0,0,0,0,0,8487,0,0,0,0,0,0,0,0
26909,26,09,District 9,Congressional District,465072,2,1,0,137446,310239,0,5299,0,0,0,0,0,0,0,0,0,12088,0,0,0,0,0,0,0,0
26910,26,10,District 10,Congressional District,425279,2,1,0,191352,217440,0,5335,0,0,0,0,0,0,0,0,0,11152,0,0,0,0,0,0,0,0
26911,26,11,District 11,Congressional District,447468,1,2,0,260489,177286,0,0,9693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26912,26,12,District 12,Congressional District,363264,1,2,0,253188,92437,0,0,8242,0,0,0,0,0,0,0,0,9397,0,0,0,0,0,0,0,0
26913,26,13,District 13,Congressional District,321375,1,2,0,220586,78888,0,5719,0,2822,0,0,0,0,0,0,0,13360,0,0,0,0,0,0,0,0
27901,27,01,District 1,Congressional District,377606,2,1,0,156375,220934,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0
27902,27,02,District 2,Congressional District,417326,1,2,0,231773,175609,0,0,0,0,0,0,0,454,0,0,0,0,9490,0,0,0,0,0,0,0
27903,27,03,District 3,Congressional District,411137,1,2,0,240208,170426,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0
27904,27,04,District 4,Congressional District,361037,1,2,0,242801,117617,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0
27905,27,05,District 5,Congressional District,351040,1,2,0,261061,86210,0,0,0,0,0,0,0,3769,0,0,0,0,0,0,0,0,0,0,0,0
27906,27,06,District 6,Congressional District,410880,2,1,0,152700,257527,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0
27907,27,07,District 7,Congressional District,390034,2,1,0,114860,274745,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0
27908,27,08,District 8,Congressional District,421294,2,1,0,176627,244284,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0
28901,28,01,District 1,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28902,28,02,District 2,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28903,28,03,District 3,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28904,28,04,District 4,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29901,29,01,District 1,Congressional District,302408,1,2,0,231330,56009,0,9974,5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29902,29,02,District 2,Congressional District,425373,2,1,0,180660,231954,0,8866,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29903,29,03,District 3,Congressional District,391507,2,1,0,138106,240137,0,9272,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29904,29,04,District 4,Congressional District,365011,2,1,0,96310,259496,0,9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29905,29,05,District 5,Congressional District,329591,1,2,0,198292,120350,0,6598,4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29906,29,06,District 6,Congressional District,374440,2,1,0,100713,264780,0,5904,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29907,29,07,District 7,Congressional District,356707,2,1,0,93903,254965,0,7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29908,29,08,District 8,Congressional District,355322,2,1,0,77373,270813,0,7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30901,30,01,District 1,Congressional District,310214,2,1,0,138287,162541,0,9386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30902,30,02,District 2,Congressional District,271425,2,1,0,92077,179348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31901,31,01,District 1,Congressional District,300356,2,1,0,118491,181865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31902,31,02,District 2,Congressional District,298064,2,1,0,144873,153191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31903,31,03,District 3,Congressional District,300641,2,1,0,58823,241818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32901,32,01,District 1,Congressional District,314368,1,2,6,163279,140216,2463,2600,0,0,0,0,0,0,2626,0,0,0,3184,0,0,0,0,0,0,0
32902,32,02,District 2,Congressional District,369850,0,1,2,0,206238,132389,13870,0,0,0,0,0,0,17353,0,0,0,0,0,0,0,0,0,0,0
32903,32,03,District 3,Congressional District,361464,1,2,0,185618,175846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32904,32,04,District 4,Congressional District,320897,1,2,0,169206,142949,0,4079,0,0,0,0,0,0,4663,0,0,0,0,0,0,0,0,0,0,0
33901,33,01,District 1,Congressional District,404512,1,2,0,218433,185816,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0
33902,33,02,District 2,Congressional District,399875,1,2,0,211645,187863,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0
